Time,Host,Service,Port,Protocol,Type,Data
"2015-05-26 01:09:23 UTC","10.0.0.199","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>""\n Protocol version: 3.889\n Security types:\n Mac OS X security type (30)\n VNC Authentication\n Mac OS X security type (35)\n""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16000","tcp","nmap.nse.http-methods.tcp.16000","{""output""=>""GET HEAD POST TRACE OPTIONS\nPotentially risky methods: TRACE\nSee http://nmap.org/nsedoc/scripts/http-methods.html""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16000","tcp","nmap.nse.http-title.tcp.16000","{""output""=>""FileMaker Server 12 Admin Console Start Page""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16000","tcp","nmap.nse.http-favicon.tcp.16000","{""output""=>""Unknown favicon MD5: EABEAA392ADBFE773260803D5C3A5293""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16000","tcp","nmap.nse.http-robots.txt.tcp.16000","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16001","tcp","nmap.nse.http-title.tcp.16001","{""output""=>""FileMaker Server 12 Admin Console Start Page""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16001","tcp","nmap.nse.http-favicon.tcp.16001","{""output""=>""Unknown favicon MD5: EABEAA392ADBFE773260803D5C3A5293""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16001","tcp","nmap.nse.http-robots.txt.tcp.16001","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16001","tcp","nmap.nse.http-methods.tcp.16001","{""output""=>""GET HEAD POST TRACE OPTIONS\nPotentially risky methods: TRACE\nSee http://nmap.org/nsedoc/scripts/http-methods.html""}"
"2015-05-26 01:09:23 UTC","10.0.0.199","http","16001","tcp","nmap.nse.ssl-cert.tcp.16001","{""output""=>""Subject: commonName=FileMaker Server/organizationName=FileMaker, Inc./stateOrProvinceName=CA/countryName=US\nIssuer: commonName=FileMaker Server/organizationName=FileMaker, Inc./stateOrProvinceName=CA/countryName=US\nPublic Key type: rsa\nPublic Key bits: 1024\nNot valid before: 2011-06-03 00:46:57\nNot valid after: 2015-05-25 21:00:29\nMD5: 737b 76ef 96f7 eb19 632b 9d3a 6ed3 04d3\nSHA-1: 1097 4a70 789c afb4 6be7 bf2b b4a8 10f5 95b3 d51d""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","","","","nmap.nse.smb-security-mode.host","{""output""=>""\n Account that was used for smb scripts: guest\n User-level authentication\n SMB Security: Challenge/response passwords supported\n Message signing disabled (dangerous, but default)\n""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","","","","nmap.nse.smbv2-enabled.host","{""output""=>""Server doesn't support SMBv2 protocol""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","","","","nmap.nse.smb-os-discovery.host","{""output""=>""\n OS: Unix (Samba 3.4.7)\n Computer name: mango\n Domain name: standrews-de.org\n FQDN: mango.standrews-de.org\n NetBIOS computer name: \n System time: 2015-05-25 20:59:09 UTC-4\n""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","","","","nmap.nse.nbstat.host","{""output""=>""\n NetBIOS name: MANGO, NetBIOS user: <unknown>, NetBIOS MAC: <unknown>\n Names\n MANGO<00> Flags: <unique><active>\n MANGO<03> Flags: <unique><active>\n MANGO<20> Flags: <unique><active>\n WORKGROUP<1e> Flags: <group><active>\n WORKGROUP<00> Flags: <group><active>\n""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 1a:34:c2:49:c3:dc:e2:ce:e9:9a:d9:89:bc:74:aa:3f (DSA)\n2048 db:c5:23:e0:46:8c:a6:c5:ad:99:d1:bc:05:11:a0:0b (RSA)""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 302)""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Did not follow redirect to http://www.standrews-de.org and no page was returned.""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","http","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""Did not follow redirect to http://www.standrews-de.org and no page was returned.""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","http","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 302)""}"
"2015-05-26 01:09:23 UTC","10.0.0.203","http","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=*.standrews-de.org\nIssuer: commonName=Go Daddy Secure Certificate Authority - G2/organizationName=GoDaddy.com, Inc./stateOrProvinceName=Arizona/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-12-08 14:34:00\nNot valid after: 2017-05-29 14:49:44\nMD5: 592a 43b1 8216 953e 97cd 7dfb bd32 9d1b\nSHA-1: 62e0 a058 318f e9a8 f448 a3a6 97f7 2f65 050e 315a""}"
"2015-05-26 01:09:24 UTC","10.0.0.203","afp","548","tcp","nmap.nse.afp-serverinfo.tcp.548","{""output""=>""\n | Server Flags: 0x8379\n | Super Client: Yes\n | UUIDs: No\n | UTF8 Server Name: Yes\n | Open Directory: Yes\n | Reconnect: No\n | Server Notifications: Yes\n | TCP/IP: Yes\n | Server Signature: Yes\n | ServerMessages: Yes\n | Password Saving Prohibited: No\n | Password Changing: No\n |_ Copy File: Yes\n Server Name: mango\n Machine Type: Netatalk\n AFP Versions: AFPVersion 1.1, AFPVersion 2.0, AFPVersion 2.1, AFP2.2, AFPX03, AFP3.1\n UAMs: Cleartxt Passwrd, DHX2\n Server Signature: 01017f000000000001017f0000000000\n Network Address 1: 10.0.0.203\n UTF8 Server Name: mango\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.203","mysql","3306","tcp","nmap.nse.mysql-info.tcp.3306","{""output""=>""Protocol: 10\nVersion: 5.1.73-0ubuntu0.10.04.1\nThread ID: 754298\nSome Capabilities: Long Passwords, Connect with DB, Compress, ODBC, Transactions, Secure Connection\nStatus: Autocommit\nSalt: i#m}MIgHs.'vB$-UE9.w\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 c6:e4:0d:d1:cb:e2:2a:44:0d:ae:f6:5d:3e:1a:6b:76 (DSA)\n2048 63:f5:e1:45:d6:2b:6a:22:bf:cd:cf:8f:e9:a0:a5:65 (RSA)""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","domain","53","tcp","nmap.nse.dns-nsid.tcp.53","{""output""=>""\n bind.version: 9.7.0-P1\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","rpcbind","111","tcp","nmap.nse.rpcinfo.tcp.111","{""output""=>""\n program version port/proto service\n 100000 2 111/tcp rpcbind\n 100000 2 111/udp rpcbind\n 100024 1 34672/tcp status\n 100024 1 58757/udp status\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","http","10000","tcp","nmap.nse.http-methods.tcp.10000","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","http","10000","tcp","nmap.nse.http-title.tcp.10000","{""output""=>""Site doesn't have a title (text/html).""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","http","10000","tcp","nmap.nse.http-favicon.tcp.10000","{""output""=>""Unknown favicon MD5: AF5A204EF4DF019CFBCA07A83940C405""}"
"2015-05-26 01:09:24 UTC","10.0.0.205","http","10000","tcp","nmap.nse.ndmp-version.tcp.10000","{""output""=>""\n ERROR: Failed to get host information from server""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","","","","nmap.nse.nbstat.host","{""output""=>""\n NetBIOS name: THALIA, NetBIOS user: <unknown>, NetBIOS MAC: <unknown>\n Names\n THALIA<00> Flags: <unique><active>\n THALIA<20> Flags: <unique><active>\n WORKGROUP<00> Flags: <group><active>\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 bd:a2:01:df:69:cf:f4:25:de:d1:dd:12:f3:5a:41:58 (DSA)\n2048 6c:d5:18:b7:1c:bc:b5:76:d7:38:84:71:bf:7e:54:a8 (RSA)""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""OS X Server""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","80","tcp","nmap.nse.http-favicon.tcp.80","{""output""=>""Unknown favicon MD5: D1D6B9A93EAE560C80AE1BF2FEBB9B83""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 401)""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","rpcbind","111","tcp","nmap.nse.rpcinfo.tcp.111","{""output""=>""\n program version port/proto service\n 100000 2,3,4 111/tcp rpcbind\n 100000 2,3,4 111/udp rpcbind\n 100003 2,3 2049/tcp nfs\n 100003 2,3 2049/udp nfs\n 100005 1,3 647/udp mountd\n 100005 1,3 1023/tcp mountd\n 100011 1,2 1000/tcp rquotad\n 100011 1,2 1003/udp rquotad\n 100021 0,1,3,4 715/udp nlockmgr\n 100021 0,1,3,4 1017/tcp nlockmgr\n 100024 1 743/udp status\n 100024 1 1021/tcp status\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","asip-webadmin","311","tcp","nmap.nse.ssl-cert.tcp.311","{""output""=>""Subject: commonName=com.apple.servermgrd/countryName=US\nIssuer: commonName=com.apple.servermgrd/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2013-08-01 17:49:53\nNot valid after: 2014-08-01 17:49:53\nMD5: be24 e35d a7d5 d348 4861 b2b5 8972 3e0d\nSHA-1: 4412 f260 f645 202f e3c0 0c03 5cf7 7743 5baa 5f32""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 401)""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""OS X Server""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","http","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=*.standrews-de.org\nIssuer: commonName=Go Daddy Secure Certificate Authority - G2/organizationName=GoDaddy.com, Inc./stateOrProvinceName=Arizona/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-12-08 14:34:00\nNot valid after: 2017-05-29 14:49:44\nMD5: 592a 43b1 8216 953e 97cd 7dfb bd32 9d1b\nSHA-1: 62e0 a058 318f e9a8 f448 a3a6 97f7 2f65 050e 315a""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","afp","548","tcp","nmap.nse.afp-serverinfo.tcp.548","{""output""=>""\n | Server Flags: 0x9ffb\n | Super Client: Yes\n | UUIDs: Yes\n | UTF8 Server Name: Yes\n | Open Directory: Yes\n | Reconnect: Yes\n | Server Notifications: Yes\n | TCP/IP: Yes\n | Server Signature: Yes\n | ServerMessages: Yes\n | Password Saving Prohibited: No\n | Password Changing: Yes\n |_ Copy File: Yes\n Server Name: Thalia\n Machine Type: Macmini6,1\n AFP Versions: AFP3.4, AFP3.3, AFP3.2, AFP3.1, AFPX03\n UAMs: DHCAST128, DHX2, Recon1, GSS\n Server Signature: 1ab586e1e8865b309d4d78badae868f4\n Network Address 1: 10.0.0.206:548\n Network Address 2: [fe80:0000:0000:0000:12dd:b1ff:fecb:c1a3]:548\n Network Address 3: thalia.standrews-de.org\n UTF8 Server Name: Thalia\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","ipp","631","tcp","nmap.nse.http-robots.txt.tcp.631","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","ipp","631","tcp","nmap.nse.http-methods.tcp.631","{""output""=>""GET HEAD OPTIONS POST PUT\nPotentially risky methods: PUT\nSee http://nmap.org/nsedoc/scripts/http-methods.html""}"
"2015-05-26 01:09:24 UTC","10.0.0.206","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>""\n Protocol version: 3.889\n Security types:\n Mac OS X security type (30)\n Mac OS X security type (35)\n""}"
"2015-05-26 01:09:24 UTC","10.0.0.212","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 45:fc:46:da:fa:dd:04:b8:ff:1b:a0:25:2c:e4:84:76 (DSA)\n2048 dc:1b:10:ce:fd:55:56:95:0d:27:59:e0:cc:95:ff:59 (RSA)""}"
"2015-05-26 01:09:24 UTC","10.0.0.212","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).""}"
"2015-05-26 01:09:24 UTC","10.0.0.212","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""GET HEAD POST OPTIONS""}"
"2015-05-26 01:09:24 UTC","10.0.0.212","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:24 UTC","10.0.0.212","afp","548","tcp","nmap.nse.afp-serverinfo.tcp.548","{""output""=>""\n | Server Flags: 0x9ffb\n | Super Client: Yes\n | UUIDs: Yes\n | UTF8 Server Name: Yes\n | Open Directory: Yes\n | Reconnect: Yes\n | Server Notifications: Yes\n | TCP/IP: Yes\n | Server Signature: Yes\n | ServerMessages: Yes\n | Password Saving Prohibited: No\n | Password Changing: Yes\n |_ Copy File: Yes\n Server Name: Media1\n Machine Type: MacPro3,1\n AFP Versions: AFP3.4, AFP3.3, AFP3.2, AFP3.1, AFPX03\n UAMs: DHCAST128, DHX2, Recon1, Client Krb v2, GSS, No User Authent\n Server Signature: 9ca9bbaca1765b2da79204bf83fd9a3b\n Network Address 1: 10.0.0.212:548\n Network Address 2: [fe80:0000:0000:0000:021f:5bff:fe36:275c]:548\n Network Address 3: media1.standrews-de.org\n Directory Name 1: afpserver/LKDC:SHA1.0D8382D33AC39FD66EF19084880858799FF50B7A@LKDC:SHA1.0D8382D33AC39FD66EF19084880858799FF50B7A\n UTF8 Server Name: Media1\n""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","1935","tcp","nmap.nse.http-title.tcp.1935","{""output""=>""Wowza Media Server 3 Monthly Edition 3.6.2 build5334""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","1935","tcp","nmap.nse.http-favicon.tcp.1935","{""output""=>""Unknown favicon MD5: 440A011FF91972BBEE91EFC7BE49AC30""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","1935","tcp","nmap.nse.http-methods.tcp.1935","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>""\n Protocol version: 3.889\n Security types:\n Mac OS X security type (30)\n Mac OS X security type (35)\n""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","8086","tcp","nmap.nse.http-favicon.tcp.8086","{""output""=>""Unknown favicon MD5: 440A011FF91972BBEE91EFC7BE49AC30""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","8086","tcp","nmap.nse.http-methods.tcp.8086","{""output""=>""No Allow or Public header in OPTIONS response (status code 200)""}"
"2015-05-26 01:09:25 UTC","10.0.0.212","hadoop-tasktracker","8086","tcp","nmap.nse.http-title.tcp.8086","{""output""=>""Wowza Media Server 3 Monthly Edition 3.6.2 build5334""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","http","8081","tcp","nmap.nse.http-methods.tcp.8081","{""output""=>""POST OPTIONS GET HEAD""}"
"2015-05-26 01:09:25 UTC","10.0.0.214","ftp","21","tcp","nmap.nse.ssl-cert.tcp.21","{""output""=>""Subject: commonName=verde.standrews-de.org/organizationName=St. Andrew's School/stateOrProvinceName=Delaware/countryName=US\nIssuer: commonName=verde.standrews-de.org/organizationName=St. Andrew's School/stateOrProvinceName=Delaware/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-10-16 15:30:58\nNot valid after: 2034-10-11 15:30:58\nMD5: 004a be35 9c5f 6cf1 0b0a 7618 7464 ec60\nSHA-1: ef8e dcff eae0 9902 6028 5442 bc03 aa15 6147 b568""}"
"2015-05-26 01:09:27 UTC","10.0.0.230","pop3","995","tcp","nmap.nse.sslv2.tcp.995","{""output""=>""server supports SSLv2 protocol, but no SSLv2 cyphers\n""}"
"2015-05-26 01:09:14 UTC","10.0.0.1","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""896 cb:37:50:1f:cd:44:4e:59:f0:18:b9:8a:bc:85:c2:b1 (RSA)""}"
"2015-05-26 01:09:14 UTC","10.0.0.1","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:15 UTC","10.0.0.52","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","","","","nmap.nse.smb-security-mode.host","{""output""=>""\n Account that was used for smb scripts: guest\n User-level authentication\n SMB Security: Challenge/response passwords supported\n Message signing disabled (dangerous, but default)\n""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","","","","nmap.nse.smb-os-discovery.host","{""output""=>""\n OS: Unix (Samba 4.1.17)\n Computer name: saturn\n Domain name: \n FQDN: saturn\n NetBIOS computer name: SATURN\n System time: 2015-05-25 20:56:46 UTC-4\n""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","","","","nmap.nse.nbstat.host","{""output""=>""\n NetBIOS name: SATURN, NetBIOS user: <unknown>, NetBIOS MAC: <unknown>\n Names\n SATURN<00> Flags: <unique><active>\n SATURN<03> Flags: <unique><active>\n SATURN<20> Flags: <unique><active>\n WORKGROUP<00> Flags: <group><active>\n WORKGROUP<1e> Flags: <group><active>\n""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","","","","nmap.nse.smbv2-enabled.host","{""output""=>""Server supports SMBv2 protocol""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 5c:f7:5d:bd:15:5b:fa:79:35:a0:40:69:03:25:91:25 (DSA)\n2048 73:99:68:63:75:be:ee:24:08:6c:e4:cb:a0:19:90:f8 (RSA)""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""No Allow or Public header in OPTIONS response (status code 302)""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html; charset=utf-8).\nRequested resource was http://saturn.standrews-de.org/account/login/?next=/""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","http","443","tcp","nmap.nse.http-title.tcp.443","{""output""=>""400 The plain HTTP request was sent to HTTPS port""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","http","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""No Allow or Public header in OPTIONS response (status code 400)""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","http","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=*.standrews-de.org\nIssuer: commonName=Go Daddy Secure Certificate Authority - G2/organizationName=GoDaddy.com, Inc./stateOrProvinceName=Arizona/countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-12-08 14:34:00\nNot valid after: 2017-05-29 14:49:44\nMD5: 592a 43b1 8216 953e 97cd 7dfb bd32 9d1b\nSHA-1: 62e0 a058 318f e9a8 f448 a3a6 97f7 2f65 050e 315a""}"
"2015-05-26 01:09:15 UTC","10.0.0.111","afp","548","tcp","nmap.nse.afp-serverinfo.tcp.548","{""output""=>""\n | Server Flags: 0x8f79\n | Super Client: Yes\n | UUIDs: Yes\n | UTF8 Server Name: Yes\n | Open Directory: Yes\n | Reconnect: No\n | Server Notifications: Yes\n | TCP/IP: Yes\n | Server Signature: Yes\n | ServerMessages: Yes\n | Password Saving Prohibited: No\n | Password Changing: No\n |_ Copy File: Yes\n Server Name: saturn\n Machine Type: Netatalk3.1.7\n AFP Versions: AFP2.2, AFPX03, AFP3.1, AFP3.2, AFP3.3, AFP3.4\n UAMs: DHX2, DHCAST128\n Server Signature: 81a41178c11595cb04fb3a7d8f9aec30\n Network Address 1: 10.0.0.111\n UTF8 Server Name: saturn\n""}"
"2015-05-26 01:09:15 UTC","10.0.0.112","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:15 UTC","10.0.0.141","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 38:7d:37:17:70:cf:a6:b6:32:88:1c:bd:eb:fe:09:31 (DSA)\n2048 c3:2d:43:99:f1:fb:f9:d1:c5:61:3e:79:2b:99:5c:3e (RSA)""}"
"2015-05-26 01:09:31 UTC","10.0.0.250","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 d2:9e:77:57:22:e0:98:fc:9f:c5:04:6e:f9:b3:99:41 (DSA)\n2048 34:5b:16:a3:b7:e3:2c:76:a3:d8:ea:4d:e0:db:b8:cc (RSA)""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","80","tcp","nmap.nse.http-robots.txt.tcp.80","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""OPTIONS GET HEAD POST""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Did not follow redirect to https://aruba.standrews-de.org:4343/ and no page was returned.""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","imap","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","tcpwrapped","443","tcp","nmap.nse.http-methods.tcp.443","{""output""=>""OPTIONS GET HEAD POST""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","tcpwrapped","443","tcp","nmap.nse.ssl-cert.tcp.443","{""output""=>""Subject: commonName=securelogin.arubanetworks.com/organizationName=securelogin.arubanetworks.com/countryName=US\nIssuer: commonName=GeoTrust DV SSL CA/organizationName=GeoTrust Inc./countryName=US\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2011-05-11 01:22:10\nNot valid after: 2017-08-11 04:40:59\nMD5: 3949 185a a45a 6c1a 41c0 52ef f1de cddb\nSHA-1: 8f1e 1fc2 8fac 2385 90f0 80ed 4f2f 1f88 5d1f cc64""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","4343","tcp","nmap.nse.http-title.tcp.4343","{""output""=>""400 Bad Request""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","4343","tcp","nmap.nse.http-methods.tcp.4343","{""output""=>""No Allow or Public header in OPTIONS response (status code 401)""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","8080","tcp","nmap.nse.http-robots.txt.tcp.8080","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:25 UTC","10.0.0.215","http","8080","tcp","nmap.nse.http-title.tcp.8080","{""output""=>""Requested resource was http://aruba.standrews-de.org:8080/ and no page was returned.""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8080","tcp","nmap.nse.http-methods.tcp.8080","{""output""=>""OPTIONS GET HEAD POST""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8080","tcp","nmap.nse.http-open-proxy.tcp.8080","{""output""=>""Proxy might be redirecting requests""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8081","tcp","nmap.nse.http-methods.tcp.8081","{""output""=>""OPTIONS GET HEAD POST""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8081","tcp","nmap.nse.http-title.tcp.8081","{""output""=>""400 Bad Request""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8088","tcp","nmap.nse.http-methods.tcp.8088","{""output""=>""OPTIONS GET HEAD POST""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8088","tcp","nmap.nse.http-robots.txt.tcp.8088","{""output""=>""1 disallowed entry \n/""}"
"2015-05-26 01:09:26 UTC","10.0.0.215","http","8088","tcp","nmap.nse.http-title.tcp.8088","{""output""=>""Requested resource was https://aruba.standrews-de.org:8088/ and no page was returned.""}"
"2015-05-26 01:09:26 UTC","10.0.0.216","tcpwrapped","143","tcp","nmap.nse.imap-capabilities.tcp.143","{""output""=>""\n ERROR: Failed to connect to server""}"
"2015-05-26 01:09:26 UTC","10.0.0.216","ldap","636","tcp","nmap.nse.sslv2.tcp.636","{""output""=>""server still supports SSLv2\n""}"
"2015-05-26 01:09:26 UTC","10.0.0.216","ldap","636","tcp","nmap.nse.ssl-cert.tcp.636","{""output""=>""Subject: commonName=edison.standrews-de.org/countryName=US\nIssuer: commonName=IntermediateCA_ODMASTER.STANDREWS-DE.ORG_3/organizationName=St. Andrew's School of DE, INC\nPublic Key type: rsa\nPublic Key bits: 2048\nNot valid before: 2014-12-29 22:31:50\nNot valid after: 2016-12-29 22:31:50\nMD5: d184 5753 b0e3 ee13 c871 29ae 8d74 5402\nSHA-1: 6129 c4c7 1c05 25de b91a d1d7 f3f6 9a37 a686 902e""}"
"2015-05-26 01:09:26 UTC","10.0.0.216","vnc","5900","tcp","nmap.nse.vnc-info.tcp.5900","{""output""=>""\n Protocol version: 3.889\n Security types:\n Mac OS X security type (30)\n Mac OS X security type (35)\n""}"
"2015-05-26 01:09:26 UTC","10.0.0.217","ssh","22","tcp","nmap.nse.ssh-hostkey.tcp.22","{""output""=>""1024 bc:04:0a:9a:4a:21:b6:f0:8a:e7:06:b3:4d:3a:67:27 (DSA)\n2048 f1:c4:37:d0:10:df:b3:8e:43:65:57:be:84:bc:c9:a6 (RSA)""}"
"2015-05-26 01:09:26 UTC","10.0.0.217","http","80","tcp","nmap.nse.http-title.tcp.80","{""output""=>""Site doesn't have a title (text/html).""}"
"2015-05-26 01:09:26 UTC","10.0.0.217","http","80","tcp","nmap.nse.http-methods.tcp.80","{""output""=>""GET HEAD POST OPTIONS""}"
