host,port,proto,name,state,info
"10.0.0.191","636","tcp","tcpwrapped","open",""
"10.0.0.215","636","tcp","ldapssl","closed",""
"10.0.0.216","636","tcp","ldap","open","OpenLDAP 2.2.X - 2.3.X"
"10.0.0.232","636","tcp","ldap","open","OpenLDAP 2.2.X - 2.3.X"
"10.0.0.216","749","tcp","kerberos-adm","open",""
"10.0.0.232","749","tcp","kerberos-adm","open",""
"10.0.0.163","873","tcp","rsync","open","protocol version 30"
"10.0.0.142","902","tcp","vmauthd","open","220 VMware Authentication Daemon Version 1.10: SSL Required, ServerDaemonProtocol:SOAP, MKSDisplayProtocol:VNC , VMXARGS supported, NFCSSL supported Certificate:/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=esx1.man.standrews-de.org/unstructuredName=1243875600,564d7761726520496e632e"
"10.0.0.143","902","tcp","vmauthd","open","220 VMware Authentication Daemon Version 1.10: SSL Required, ServerDaemonProtocol:SOAP, MKSDisplayProtocol:VNC , VMXARGS supported, NFCSSL supported Certificate:/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=esx1.man.standrews-de.org/unstructuredName=1243875600,564d7761726520496e632e"
"10.0.0.145","902","tcp","vmauthd","open","220 VMware Authentication Daemon Version 1.10: SSL Required, ServerDaemonProtocol:SOAP, MKSDisplayProtocol:VNC , VMXARGS supported, NFCSSL supported Certificate:/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.localdomain/unstructuredName=1277744405,564d7761726520496e632e"
"10.0.0.148","902","tcp","vmauthd","open","220 VMware Authentication Daemon Version 1.10: SSL Required, ServerDaemonProtocol:SOAP, MKSDisplayProtocol:VNC , VMXARGS supported, NFCSSL supported Certificate:/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.localdomain/unstructuredName=1424086778,564d7761726520496e632e"
"10.0.0.152","902","tcp","iss-realsecure","closed",""
"10.0.0.1","993","tcp","tcpwrapped","open",""
"10.0.0.52","993","tcp","tcpwrapped","open",""
"10.0.0.111","993","tcp","tcpwrapped","open",""
"10.0.0.112","993","tcp","tcpwrapped","open",""
"10.0.0.141","993","tcp","tcpwrapped","open",""
"10.0.0.142","993","tcp","imaps","open",""
"10.0.0.143","993","tcp","imaps","open",""
"10.0.0.145","993","tcp","imaps","open",""
"10.0.0.146","993","tcp","tcpwrapped","open",""
"10.0.0.147","993","tcp","tcpwrapped","open",""
"10.0.0.148","993","tcp","imaps","open",""
"10.0.0.150","993","tcp","tcpwrapped","open",""
"10.0.0.152","993","tcp","imaps","open",""
"10.0.0.161","993","tcp","tcpwrapped","open",""
"10.0.0.162","993","tcp","tcpwrapped","open",""
"10.0.0.163","993","tcp","tcpwrapped","open",""
"10.0.0.166","993","tcp","imaps","open",""
"10.0.0.169","993","tcp","tcpwrapped","open",""
"10.0.0.170","993","tcp","tcpwrapped","open",""
"10.0.0.171","993","tcp","tcpwrapped","open",""
"10.0.0.173","993","tcp","tcpwrapped","open",""
"10.0.0.177","993","tcp","tcpwrapped","open",""
"10.0.0.179","993","tcp","tcpwrapped","open",""
"10.0.0.181","993","tcp","tcpwrapped","open",""
"10.0.0.183","993","tcp","tcpwrapped","open",""
"10.0.0.185","993","tcp","imaps","open",""
"10.0.0.188","993","tcp","tcpwrapped","open",""
"10.0.0.191","993","tcp","tcpwrapped","open",""
"10.0.0.199","993","tcp","tcpwrapped","open",""
"10.0.0.203","993","tcp","tcpwrapped","open",""
"10.0.0.205","993","tcp","tcpwrapped","open",""
"10.0.0.206","993","tcp","tcpwrapped","open",""
"10.0.0.212","993","tcp","tcpwrapped","open",""
"10.0.0.214","993","tcp","tcpwrapped","open",""
"10.0.0.215","993","tcp","imaps","open",""
"10.0.0.216","993","tcp","tcpwrapped","open",""
"10.0.0.217","993","tcp","tcpwrapped","open",""
"10.0.0.218","993","tcp","imaps","open",""
"10.0.0.229","993","tcp","tcpwrapped","open",""
"10.0.0.230","993","tcp","imap","open","FirstClass imapd 11.165"
"10.0.0.231","993","tcp","imaps","open",""
"10.0.0.232","993","tcp","tcpwrapped","open",""
"10.0.0.233","993","tcp","tcpwrapped","open",""
"10.0.0.237","993","tcp","tcpwrapped","open",""
"10.0.0.239","993","tcp","tcpwrapped","open",""
"10.0.0.242","993","tcp","tcpwrapped","open",""
"10.0.0.246","993","tcp","tcpwrapped","open",""
"10.0.0.247","993","tcp","tcpwrapped","open",""
"10.0.0.248","993","tcp","tcpwrapped","open",""
"10.0.0.249","993","tcp","tcpwrapped","open",""
"10.0.0.250","993","tcp","tcpwrapped","open",""
"10.0.0.1","995","tcp","tcpwrapped","open",""
"10.0.0.52","995","tcp","tcpwrapped","open",""
"10.0.0.111","995","tcp","tcpwrapped","open",""
"10.0.0.112","995","tcp","tcpwrapped","open",""
"10.0.0.141","995","tcp","tcpwrapped","open",""
"10.0.0.142","995","tcp","pop3s","open",""
"10.0.0.143","995","tcp","pop3s","open",""
"10.0.0.145","995","tcp","pop3s","open",""
"10.0.0.146","995","tcp","tcpwrapped","open",""
"10.0.0.147","995","tcp","tcpwrapped","open",""
"10.0.0.148","995","tcp","pop3s","open",""
"10.0.0.150","995","tcp","tcpwrapped","open",""
"10.0.0.152","995","tcp","pop3s","open",""
"10.0.0.161","995","tcp","tcpwrapped","open",""
"10.0.0.162","995","tcp","tcpwrapped","open",""
"10.0.0.163","995","tcp","tcpwrapped","open",""
"10.0.0.166","995","tcp","pop3s","open",""
"10.0.0.169","995","tcp","tcpwrapped","open",""
"10.0.0.170","995","tcp","tcpwrapped","open",""
"10.0.0.171","995","tcp","tcpwrapped","open",""
"10.0.0.173","995","tcp","tcpwrapped","open",""
"10.0.0.177","995","tcp","tcpwrapped","open",""
"10.0.0.179","995","tcp","tcpwrapped","open",""
"10.0.0.181","995","tcp","tcpwrapped","open",""
"10.0.0.183","995","tcp","tcpwrapped","open",""
"10.0.0.185","995","tcp","pop3s","open",""
"10.0.0.188","995","tcp","tcpwrapped","open",""
"10.0.0.191","995","tcp","tcpwrapped","open",""
"10.0.0.199","995","tcp","tcpwrapped","open",""
"10.0.0.203","995","tcp","tcpwrapped","open",""
"10.0.0.205","995","tcp","tcpwrapped","open",""
"10.0.0.206","995","tcp","tcpwrapped","open",""
"10.0.0.212","995","tcp","tcpwrapped","open",""
"10.0.0.214","995","tcp","tcpwrapped","open",""
"10.0.0.215","995","tcp","pop3s","open",""
"10.0.0.216","995","tcp","tcpwrapped","open",""
"10.0.0.217","995","tcp","tcpwrapped","open",""
"10.0.0.218","995","tcp","pop3s","open",""
"10.0.0.229","995","tcp","tcpwrapped","open",""
"10.0.0.230","995","tcp","pop3","open","FirstClass pop3d"
"10.0.0.231","995","tcp","pop3s","open",""
"10.0.0.232","995","tcp","tcpwrapped","open",""
"10.0.0.233","995","tcp","tcpwrapped","open",""
"10.0.0.237","995","tcp","tcpwrapped","open",""
"10.0.0.239","995","tcp","tcpwrapped","open",""
"10.0.0.242","995","tcp","tcpwrapped","open",""
"10.0.0.246","995","tcp","tcpwrapped","open",""
"10.0.0.247","995","tcp","tcpwrapped","open",""
"10.0.0.248","995","tcp","tcpwrapped","open",""
"10.0.0.249","995","tcp","tcpwrapped","open",""
"10.0.0.250","995","tcp","tcpwrapped","open",""
"10.0.0.249","999","tcp","garcon","open",""
"10.0.0.206","1000","tcp","cadlock","open",""
"10.0.0.206","1021","tcp","exp1","open",""
"10.0.0.233","1021","tcp","nlockmgr","open","0-4 rpc #100021"
"10.0.0.249","1021","tcp","exp1","open",""
"10.0.0.233","1022","tcp","status","open","1 rpc #100024"
"10.0.0.206","1023","tcp","netvenuechat","open",""
"10.0.0.233","1023","tcp","mountd","open","1-3 rpc #100005"
"10.0.0.249","1023","tcp","netvenuechat","open",""
"10.0.0.170","1025","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.171","1025","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.183","1025","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.237","1025","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.191","1026","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.181","1027","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.191","1027","tcp","ncacn_http","open","Microsoft Windows RPC over HTTP 1.0"
"10.0.0.183","1028","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.185","1029","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.185","1031","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.183","1034","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.247","1039","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.181","1040","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.170","1044","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.170","1046","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.248","1050","tcp","ovm-manager","open","Oracle OVM Manager"
"10.0.0.191","1062","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.191","1066","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.170","1073","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.170","1076","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.191","1082","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.191","1092","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.171","1151","tcp","ms-sql-s","open","Microsoft SQL Server 2008 R2 10.50.4000.00; SP1+"
"10.0.0.237","1311","tcp","rxmon","open",""
"10.0.0.250","1521","tcp","oracle-tns","open","Oracle TNS Listener"
"10.0.0.191","1688","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.230","1688","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.185","1801","tcp","msmq","open",""
"10.0.0.212","1935","tcp","hadoop-tasktracker","open","Apache Hadoop 3.5.7 Wowza Media Server 3 Monthly Edition 3.6.2 build5334 http config"
"10.0.0.173","2002","tcp","globe","open",""
"10.0.0.237","2002","tcp","globe","open",""
"10.0.0.250","2002","tcp","globe","open",""
"10.0.0.237","2048","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.188","2049","tcp","nfs","open","2-3 rpc #100003"
"10.0.0.206","2049","tcp","nfs","open","2-3 rpc #100003"
"10.0.0.233","2049","tcp","nfs","open","2-3 rpc #100003"
"10.0.0.249","2049","tcp","nfs","open","2-3 rpc #100003"
"10.0.0.237","2065","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2068","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2099","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2100","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.185","2103","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.237","2103","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.185","2105","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.237","2105","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2106","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.185","2107","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.237","2107","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2111","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2119","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2121","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2126","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2135","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2144","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2160","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.237","2161","tcp","http-proxy","open","EZproxy web proxy"
"10.0.0.215","2323","tcp","3d-nfsd","closed",""
"10.0.0.199","2399","tcp","fmpro-fdal","open",""
"10.0.0.166","2869","tcp","http","open","Microsoft HTTPAPI httpd 2.0 SSDP/UPnP"
"10.0.0.52","3007","tcp","lotusmtap","open",""
"10.0.0.216","3031","tcp","appleevents","open","Apple Remote Events"
"10.0.0.239","3031","tcp","appleevents","open","Apple Remote Events"
"10.0.0.163","3128","tcp","http-proxy","open","Squid http proxy 3.1.16"
"10.0.0.188","3260","tcp","iscsi","open",""
"10.0.0.166","3268","tcp","ldap","open",""
"10.0.0.191","3268","tcp","ldap","open",""
"10.0.0.166","3269","tcp","ldap","open",""
"10.0.0.191","3269","tcp","tcpwrapped","open",""
"10.0.0.177","3306","tcp","mysql","open","MySQL 5.6.20"
"10.0.0.203","3306","tcp","mysql","open","MySQL 5.1.73-0ubuntu0.10.04.1"
"10.0.0.214","3306","tcp","mysql","open","MySQL 5.5.40-0ubuntu0.14.04.1"
"10.0.0.166","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.170","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.171","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.173","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.181","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.183","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.191","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.218","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.230","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.231","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.237","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.247","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.250","3389","tcp","ms-wbt-server","open","Microsoft Terminal Service"
"10.0.0.216","3659","tcp","pop3pw","open","ApplePasswordServer pop3 password change daemon 10.9.0.0"
"10.0.0.232","3659","tcp","pop3pw","open","ApplePasswordServer pop3 password change daemon 10.9.0.0"
"10.0.0.169","4242","tcp","vrml-multi-use","open",""
"10.0.0.215","4343","tcp","http","open","Apache httpd"
"10.0.0.199","5003","tcp","filemaker","open",""
"10.0.0.215","5080","tcp","onscreen","closed",""
"10.0.0.230","5357","tcp","http","open","Microsoft HTTPAPI httpd 2.0 SSDP/UPnP"
"10.0.0.237","5432","tcp","postgresql","open","PostgreSQL DB"
"10.0.0.250","5432","tcp","postgresql","open","PostgreSQL DB"
"10.0.0.248","5555","tcp","freeciv","open",""
"10.0.0.141","5900","tcp","vnc","open",""
"10.0.0.146","5900","tcp","vnc","open",""
"10.0.0.147","5900","tcp","vnc","open",""
"10.0.0.169","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.177","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.199","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.206","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.212","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.216","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.232","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.233","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.239","5900","tcp","vnc","open","VNC protocol version 3.889"
"10.0.0.242","5900","tcp","vnc","open","Apple remote desktop vnc"
"10.0.0.249","5900","tcp","vnc","open","Apple remote desktop vnc"
"10.0.0.142","5988","tcp","wbem-http","closed",""
"10.0.0.143","5988","tcp","wbem-http","closed",""
"10.0.0.145","5988","tcp","wbem-http","closed",""
"10.0.0.148","5988","tcp","wbem-http","closed",""
"10.0.0.142","5989","tcp","tcpwrapped","open",""
"10.0.0.143","5989","tcp","tcpwrapped","open",""
"10.0.0.145","5989","tcp","tcpwrapped","open",""
"10.0.0.148","5989","tcp","tcpwrapped","open",""
"10.0.0.152","7778","tcp","interwise","open",""
"10.0.0.142","8000","tcp","http-alt","open",""
"10.0.0.143","8000","tcp","http-alt","open",""
"10.0.0.145","8000","tcp","http-alt","open",""
"10.0.0.148","8000","tcp","http-alt","open",""
"10.0.0.142","8080","tcp","http-proxy","closed",""
"10.0.0.143","8080","tcp","http-proxy","closed",""
"10.0.0.145","8080","tcp","http-proxy","closed",""
"10.0.0.148","8080","tcp","http-proxy","closed",""
"10.0.0.163","8080","tcp","http","open","Apache httpd"
"10.0.0.214","8080","tcp","http","open","Apache httpd 2.4.7 (Ubuntu)"
"10.0.0.215","8080","tcp","http","open","Apache httpd"
"10.0.0.237","8080","tcp","http","open","Jetty 6.1.19"
"10.0.0.248","8080","tcp","http","open","Apache Tomcat/Coyote JSP engine 1.1"
"10.0.0.163","8081","tcp","http","open","Apache httpd"
"10.0.0.183","8081","tcp","blackice-icecap","open",""
"10.0.0.185","8081","tcp","blackice-icecap","open",""
"10.0.0.214","8081","tcp","http","open","Apache httpd 2.4.7 (Ubuntu)"
"10.0.0.215","8081","tcp","http","open","Apache httpd"
"10.0.0.215","8082","tcp","blackice-alerts","closed",""
"10.0.0.212","8083","tcp","us-srv","open",""
"10.0.0.215","8083","tcp","us-srv","closed",""
"10.0.0.212","8086","tcp","hadoop-tasktracker","open","Apache Hadoop 3.5.7 Wowza Media Server 3 Monthly Edition 3.6.2 build5334 http config"
"10.0.0.237","8086","tcp","http","open","Jetty 6.1.5"
"10.0.0.215","8088","tcp","http","open","Apache httpd"
"10.0.0.142","8100","tcp","xprint-server","closed",""
"10.0.0.143","8100","tcp","xprint-server","closed",""
"10.0.0.145","8100","tcp","xprint-server","open",""
"10.0.0.148","8100","tcp","tcpwrapped","open",""
"10.0.0.246","8181","tcp","unknown","open",""
"10.0.0.163","8200","tcp","trivnet1","open",""
"10.0.0.142","8300","tcp","tmi","closed",""
"10.0.0.143","8300","tcp","tmi","closed",""
"10.0.0.145","8300","tcp","tmi","closed",""
"10.0.0.148","8300","tcp","tmi","closed",""
"10.0.0.150","8443","tcp","http","open","Apache Tomcat/Coyote JSP engine 1.1"
"10.0.0.248","8443","tcp","http","open","Apache Tomcat/Coyote JSP engine 1.1"
"10.0.0.215","8888","tcp","sun-answerbook","closed",""
"10.0.0.205","10000","tcp","http","open","MiniServ 1.530 Webmin httpd"
"10.0.0.199","16000","tcp","http","open","Apache Tomcat/Coyote JSP engine 1.1"
"10.0.0.199","16001","tcp","http","open","Apache Tomcat/Coyote JSP engine 1.1"
"10.0.0.199","16012","tcp","unknown","open",""
"10.0.0.199","16016","tcp","unknown","open",""
"10.0.0.163","49152","tcp","upnp","open","Portable SDK for UPnP devices 1.6.18 kernel 3.4.6; UPnP 1.0"
"10.0.0.230","49152","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.250","49152","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.163","49153","tcp","upnp","open","Portable SDK for UPnP 1.6.18 Linux 3.4.6; UPnP 1.0"
"10.0.0.230","49153","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.250","49153","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.218","49154","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.230","49154","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.250","49154","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.166","49155","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.230","49155","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.250","49155","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.166","49156","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.230","49158","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.166","49159","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.166","49160","tcp","ncacn_http","open","Microsoft Windows RPC over HTTP 1.0"
"10.0.0.230","49161","tcp","msrpc","open","Microsoft Windows RPC"
"10.0.0.199","50003","tcp","unknown","open",""
